year,site,plot,area,USDA_symbol,cover
2017,741,1,625,LACA7,0
2017,741,1,625,STCI,0
2017,741,1,625,LOWR2,1
2017,741,1,625,MIDO,0
2017,741,1,625,STPU2,0
2017,741,1,625,"NAAT",25
2017,741,1,625,PLER3,2
2017,741,1,625,TRAL5,0
2017,741,1,625,URLI5,0
2017,741,1,625,AMME,0
2017,741,1,625,ASGA,0
2017,741,1,625,AVBA,0
2017,741,1,625,CHPO3,0
2017,741,1,625,HOMU,0
2017,741,1,625,MICA,0
2017,741,1,625,POSE,0
2017,741,1,625,FEMY2,0
2017,741,1,625,ANFI3,0
2017,741,1,625,BRMA3,0
2017,741,1,625,EREL6,0
2017,741,1,625,LEPA51,0
2017,741,1,625,MIDO3,0
2017,741,1,625,CAAT25,0
2017,741,1,625,RILE2,0
2017,741,1,625,CACI2,0
2017,741,1,625,CACO35,0
2017,741,1,625,CHPA8,0
2017,741,1,625,HASQ2,0
2017,741,1,625,LODA,0
2017,741,1,625,CHGL,0
2017,741,1,625,GIOC,0
2017,741,1,625,SACO6,0
2017,741,1,625,LEBI4,0
2017,741,1,625,LOST4,0
2017,741,1,625,CRSE11,0
2017,741,1,625,CRYPT,0
2017,741,1,625,ERFA2,0
2017,741,1,625,PHIM,0
2017,741,1,625,MEPO3,0
2017,741,1,625,LOPE,0
2017,741,1,625,BLCR,0
2017,741,1,625,LARA,0
2017,742,1,625,AVFA,0
2017,742,1,625,BRDI3,0
2017,742,1,625,BRHO2,1
2017,742,1,625,DICA14,0
2017,742,1,625,ERCI6,0
2017,742,1,625,EUSP,1
2017,742,1,625,LASE,0
2017,742,1,625,RACA2,0
2017,742,1,625,FEMI2,8
2017,742,1,625,ACMO2,8
2017,742,1,625,AGHE2,0
2017,742,1,625,FRBI,0
2017,742,1,625,HECO7,0
2017,742,1,625,LACA7,4
2017,742,1,625,STCI,1
2017,742,1,625,LOWR2,1
2017,742,1,625,MIDO,12
2017,742,1,625,STPU2,2
2017,742,1,625,"NAAT",1
2017,742,1,625,PLER3,12
2017,742,1,625,TRAL5,1
2017,742,1,625,URLI5,0
2017,742,1,625,AMME,0
2017,742,1,625,ASGA,0
2017,742,1,625,AVBA,16
2017,742,1,625,CHPO3,0
2017,742,1,625,HOMU,0
2017,742,1,625,MICA,1
2017,742,1,625,POSE,0
2017,742,1,625,FEMY2,0
2017,742,1,625,ANFI3,0
2017,742,1,625,BRMA3,0
2017,742,1,625,EREL6,0
2017,742,1,625,LEPA51,0
2017,742,1,625,MIDO3,0
2017,742,1,625,CAAT25,0
2017,742,1,625,RILE2,0
2017,742,1,625,CACI2,0
2017,742,1,625,CACO35,0
2017,742,1,625,CHPA8,0
2017,742,1,625,HASQ2,0
2017,742,1,625,LODA,0
2017,742,1,625,CHGL,0
2017,742,1,625,GIOC,0
2017,742,1,625,SACO6,0
2017,742,1,625,LEBI4,0
2017,742,1,625,LOST4,0
2017,742,1,625,CRSE11,0
2017,742,1,625,CRYPT,0
2017,742,1,625,ERFA2,0
2017,742,1,625,PHIM,0
2017,742,1,625,MEPO3,0
2017,742,1,625,LOPE,0
2017,742,1,625,BLCR,0
2017,742,1,625,LARA,0
2017,743,1,625,AVFA,0
2017,743,1,625,BRDI3,0
2017,743,1,625,BRHO2,16
2017,743,1,625,DICA14,0
2017,743,1,625,ERCI6,0
2017,743,1,625,EUSP,2
2017,743,1,625,LASE,0
2017,743,1,625,RACA2,0
2017,743,1,625,FEMI2,0
2017,743,1,625,ACMO2,0
2017,743,1,625,AGHE2,16
2017,743,1,625,FRBI,0
2017,743,1,625,HECO7,4
2017,743,1,625,LACA7,20
2017,743,1,625,STCI,0
2017,743,1,625,LOWR2,0
2017,743,1,625,MIDO,1
2017,743,1,625,STPU2,0
2017,743,1,625,"NAAT",20
2017,743,1,625,PLER3,20
2017,743,1,625,TRAL5,0
2017,743,1,625,URLI5,0
2017,743,1,625,AMME,0
2017,743,1,625,ASGA,1
2017,743,1,625,AVBA,4
2017,743,1,625,CHPO3,0
2017,743,1,625,HOMU,0
2017,743,1,625,MICA,2
2017,743,1,625,POSE,1
2017,743,1,625,FEMY2,0
2017,743,1,625,ANFI3,1
2017,743,1,625,BRMA3,0
2017,743,1,625,EREL6,0
2017,743,1,625,LEPA51,0
2017,743,1,625,MIDO3,1
2017,743,1,625,CAAT25,0
2017,743,1,625,RILE2,0
2017,743,1,625,CACI2,0
2017,743,1,625,CACO35,0
2017,743,1,625,CHPA8,0
2017,743,1,625,HASQ2,0
2017,743,1,625,LODA,0
2017,743,1,625,CHGL,0
2017,743,1,625,GIOC,0
2017,743,1,625,SACO6,0
2017,743,1,625,LEBI4,0
2017,743,1,625,LOST4,0
2017,743,1,625,CRSE11,0
2017,743,1,625,CRYPT,0
2017,743,1,625,ERFA2,0
2017,743,1,625,PHIM,0
2017,743,1,625,MEPO3,0
2017,743,1,625,LOPE,0
2017,743,1,625,BLCR,0
2017,743,1,625,LARA,0
2017,744,1,625,AVFA,0
2017,744,1,625,BRDI3,0
2017,744,1,625,BRHO2,1
2017,744,1,625,DICA14,0
2017,744,1,625,ERCI6,0
2017,744,1,625,EUSP,0
2017,744,1,625,LASE,0
2017,744,1,625,RACA2,0
2017,744,1,625,FEMI2,2
2017,744,1,625,ACMO2,0
2017,744,1,625,AGHE2,0
2017,744,1,625,FRBI,0
2017,744,1,625,HECO7,0
2017,744,1,625,LACA7,40
2017,744,1,625,STCI,0
2017,744,1,625,LOWR2,0
2017,744,1,625,MIDO,1
2017,744,1,625,STPU2,0
2017,744,1,625,"NAAT",1
2017,744,1,625,PLER3,30
2017,744,1,625,TRAL5,1
2017,744,1,625,URLI5,0
2017,744,1,625,AMME,0
2017,744,1,625,ASGA,1
2017,744,1,625,AVBA,4
2017,744,1,625,CHPO3,0
2017,744,1,625,HOMU,0
2017,744,1,625,MICA,0
2017,744,1,625,POSE,0
2017,744,1,625,FEMY2,0
2017,744,1,625,ANFI3,0
2017,744,1,625,BRMA3,1
2017,744,1,625,EREL6,0
2017,744,1,625,LEPA51,1
2017,744,1,625,MIDO3,0
2017,744,1,625,CAAT25,0
2017,744,1,625,RILE2,0
2017,744,1,625,CACI2,0
2017,744,1,625,CACO35,0
2017,744,1,625,CHPA8,0
2017,744,1,625,HASQ2,0
2017,744,1,625,LODA,0
2017,744,1,625,CHGL,0
2017,744,1,625,GIOC,0
2017,744,1,625,SACO6,0
2017,744,1,625,LEBI4,0
2017,744,1,625,LOST4,0
2017,744,1,625,CRSE11,0
2017,744,1,625,CRYPT,0
2017,744,1,625,ERFA2,0
2017,744,1,625,PHIM,0
2017,744,1,625,MEPO3,0
2017,744,1,625,LOPE,0
2017,744,1,625,BLCR,0
2017,744,1,625,LARA,0
2017,745,1,625,AVFA,0
2017,745,1,625,BRDI3,0
2017,745,1,625,BRHO2,1
2017,745,1,625,DICA14,4
2017,745,1,625,ERCI6,0
2017,745,1,625,EUSP,1
2017,745,1,625,LASE,1
2017,745,1,625,RACA2,0
2017,745,1,625,FEMI2,8
2017,745,1,625,ACMO2,0
2017,745,1,625,AGHE2,1
2017,745,1,625,FRBI,0
2017,745,1,625,HECO7,4
2017,745,1,625,LACA7,1
2017,745,1,625,STCI,0
2017,745,1,625,LOWR2,0
2017,745,1,625,MIDO,4
2017,745,1,625,STPU2,1
2017,745,1,625,"NAAT",0
2017,745,1,625,PLER3,25
2017,745,1,625,TRAL5,0
2017,745,1,625,URLI5,0
2017,745,1,625,AMME,0
2017,745,1,625,ASGA,0
2017,745,1,625,AVBA,8
2017,745,1,625,CHPO3,12
2017,745,1,625,HOMU,0
2017,745,1,625,MICA,0
2017,745,1,625,POSE,0
2017,745,1,625,FEMY2,0
2017,745,1,625,ANFI3,0
2017,745,1,625,BRMA3,0
2017,745,1,625,EREL6,0
2017,745,1,625,LEPA51,0
2017,745,1,625,MIDO3,0
2017,745,1,625,CAAT25,0
2017,745,1,625,RILE2,0
2017,745,1,625,CACI2,0
2017,745,1,625,CACO35,0
2017,745,1,625,CHPA8,0
2017,745,1,625,HASQ2,0
2017,745,1,625,LODA,0
2017,745,1,625,CHGL,0
2017,745,1,625,GIOC,0
2017,745,1,625,SACO6,0
2017,745,1,625,LEBI4,0
2017,745,1,625,LOST4,0
2017,745,1,625,CRSE11,0
2017,745,1,625,CRYPT,0
2017,745,1,625,ERFA2,0
2017,745,1,625,PHIM,0
2017,745,1,625,MEPO3,0
2017,745,1,625,LOPE,0
2017,745,1,625,BLCR,0
2017,745,1,625,LARA,0
2017,746,1,625,AVFA,0
2017,746,1,625,BRDI3,0
2017,746,1,625,BRHO2,8
2017,746,1,625,DICA14,4
2017,746,1,625,ERCI6,0
2017,746,1,625,EUSP,1
2017,746,1,625,LASE,0
2017,746,1,625,RACA2,0
2017,746,1,625,FEMI2,0
2017,746,1,625,ACMO2,0
2017,746,1,625,AGHE2,0
2017,746,1,625,FRBI,0
2017,746,1,625,HECO7,2
2017,746,1,625,LACA7,0
2017,746,1,625,STCI,0
2017,746,1,625,LOWR2,0
2017,746,1,625,MIDO,1
2017,746,1,625,STPU2,4
2017,746,1,625,"NAAT",0
2017,746,1,625,PLER3,0
2017,746,1,625,TRAL5,0
2017,746,1,625,URLI5,0
2017,746,1,625,AMME,1
2017,746,1,625,ASGA,0
2017,746,1,625,AVBA,30
2017,746,1,625,CHPO3,0
2017,746,1,625,HOMU,0
2017,746,1,625,MICA,0
2017,746,1,625,POSE,0
2017,746,1,625,FEMY2,0
2017,746,1,625,ANFI3,0
2017,746,1,625,BRMA3,0
2017,746,1,625,EREL6,0
2017,746,1,625,LEPA51,0
2017,746,1,625,MIDO3,0
2017,746,1,625,CAAT25,0
2017,746,1,625,RILE2,0
2017,746,1,625,CACI2,0
2017,746,1,625,CACO35,0
2017,746,1,625,CHPA8,0
2017,746,1,625,HASQ2,0
2017,746,1,625,LODA,0
2017,746,1,625,CHGL,0
2017,746,1,625,GIOC,0
2017,746,1,625,SACO6,0
2017,746,1,625,LEBI4,0
2017,746,1,625,LOST4,0
2017,746,1,625,CRSE11,0
2017,746,1,625,CRYPT,0
2017,746,1,625,ERFA2,0
2017,746,1,625,PHIM,0
2017,746,1,625,MEPO3,0
2017,746,1,625,LOPE,0
2017,746,1,625,BLCR,2
2017,746,1,625,LARA,0
2017,747,1,625,AVFA,0
2017,747,1,625,BRDI3,0
2017,747,1,625,BRHO2,0
2017,747,1,625,DICA14,0
2017,747,1,625,ERCI6,0
2017,747,1,625,EUSP,0
2017,747,1,625,LASE,0
2017,747,1,625,RACA2,0
2017,747,1,625,FEMI2,4
2017,747,1,625,ACMO2,0
2017,747,1,625,AGHE2,0
2017,747,1,625,FRBI,0
2017,747,1,625,HECO7,0
2017,747,1,625,LACA7,0
2017,747,1,625,STCI,0
2017,747,1,625,LOWR2,0
2017,747,1,625,MIDO,1
2017,747,1,625,STPU2,0
2017,747,1,625,"NAAT",1
2017,747,1,625,PLER3,4
2017,747,1,625,TRAL5,0
2017,747,1,625,URLI5,0
2017,747,1,625,AMME,0
2017,747,1,625,ASGA,1
2017,747,1,625,AVBA,1
2017,747,1,625,CHPO3,0
2017,747,1,625,HOMU,0
2017,747,1,625,MICA,0
2017,747,1,625,POSE,0
2017,747,1,625,FEMY2,0
2017,747,1,625,ANFI3,0
2017,747,1,625,BRMA3,0
2017,747,1,625,EREL6,0
2017,747,1,625,LEPA51,0
2017,747,1,625,MIDO3,0
2017,747,1,625,CAAT25,0
2017,747,1,625,RILE2,0
2017,747,1,625,CACI2,0
2017,747,1,625,CACO35,0
2017,747,1,625,CHPA8,0
2017,747,1,625,HASQ2,0
2017,747,1,625,LODA,0
2017,747,1,625,CHGL,1
2017,747,1,625,GIOC,1
2017,747,1,625,SACO6,0
2017,747,1,625,LEBI4,0
2017,747,1,625,LOST4,0
2017,747,1,625,CRSE11,0
2017,747,1,625,CRYPT,0
2017,747,1,625,ERFA2,0
2017,747,1,625,PHIM,0
2017,747,1,625,MEPO3,0
2017,747,1,625,LOPE,0
2017,747,1,625,BLCR,0
2017,747,1,625,LARA,0
2017,748,1,625,AVFA,0
2017,748,1,625,BRDI3,0
2017,748,1,625,BRHO2,0
2017,748,1,625,DICA14,0
2017,748,1,625,ERCI6,0
2017,748,1,625,EUSP,0
2017,748,1,625,LASE,0
2017,748,1,625,RACA2,0
2017,748,1,625,FEMI2,0
2017,748,1,625,ACMO2,0
2017,748,1,625,AGHE2,0
2017,748,1,625,FRBI,0
2017,748,1,625,HECO7,0
2017,748,1,625,LACA7,0
2017,748,1,625,STCI,0
2017,748,1,625,LOWR2,0
2017,748,1,625,MIDO,0
2017,748,1,625,STPU2,0
2017,748,1,625,"NAAT",0
2017,748,1,625,PLER3,0
2017,748,1,625,TRAL5,0
2017,748,1,625,URLI5,0
2017,748,1,625,AMME,0
2017,748,1,625,ASGA,0
2017,748,1,625,AVBA,12
2017,748,1,625,CHPO3,0
2017,748,1,625,HOMU,0
2017,748,1,625,MICA,0
2017,748,1,625,POSE,0
2017,748,1,625,FEMY2,0
2017,748,1,625,ANFI3,0
2017,748,1,625,BRMA3,0
2017,748,1,625,EREL6,0
2017,748,1,625,LEPA51,0
2017,748,1,625,MIDO3,0
2017,748,1,625,CAAT25,0
2017,748,1,625,RILE2,0
2017,748,1,625,CACI2,0
2017,748,1,625,CACO35,0
2017,748,1,625,CHPA8,0
2017,748,1,625,HASQ2,0
2017,748,1,625,LODA,0
2017,748,1,625,CHGL,4
2017,748,1,625,GIOC,1
2017,748,1,625,SACO6,0
2017,748,1,625,LEBI4,4
2017,748,1,625,LOST4,8
2017,748,1,625,CRSE11,0
2017,748,1,625,CRYPT,0
2017,748,1,625,ERFA2,0
2017,748,1,625,PHIM,0
2017,748,1,625,MEPO3,0
2017,748,1,625,LOPE,0
2017,748,1,625,BLCR,0
2017,748,1,625,LARA,0
2017,749,1,625,AVFA,90
2017,749,1,625,BRDI3,0
2017,749,1,625,BRHO2,0
2017,749,1,625,DICA14,0
2017,749,1,625,ERCI6,0
2017,749,1,625,EUSP,0
2017,749,1,625,LASE,0
2017,749,1,625,RACA2,0
2017,749,1,625,FEMI2,0
2017,749,1,625,ACMO2,0
2017,749,1,625,AGHE2,0
2017,749,1,625,FRBI,0
2017,749,1,625,HECO7,0
2017,749,1,625,LACA7,0
2017,749,1,625,STCI,0
2017,749,1,625,LOWR2,0
2017,749,1,625,MIDO,0
2017,749,1,625,STPU2,0
2017,749,1,625,"NAAT",0
2017,749,1,625,PLER3,0
2017,749,1,625,TRAL5,0
2017,749,1,625,URLI5,0
2017,749,1,625,AMME,0
2017,749,1,625,ASGA,0
2017,749,1,625,AVBA,0
2017,749,1,625,CHPO3,0
2017,749,1,625,HOMU,0
2017,749,1,625,MICA,0
2017,749,1,625,POSE,0
2017,749,1,625,FEMY2,0
2017,749,1,625,ANFI3,0
2017,749,1,625,BRMA3,0
2017,749,1,625,EREL6,0
2017,749,1,625,LEPA51,0
2017,749,1,625,MIDO3,0
2017,749,1,625,CAAT25,0
2017,749,1,625,RILE2,0
2017,749,1,625,CACI2,0
2017,749,1,625,CACO35,0
2017,749,1,625,CHPA8,0
2017,749,1,625,HASQ2,0
2017,749,1,625,LODA,0
2017,749,1,625,CHGL,0
2017,749,1,625,GIOC,0
2017,749,1,625,SACO6,0
2017,749,1,625,LEBI4,0
2017,749,1,625,LOST4,0
2017,749,1,625,CRSE11,1
2017,749,1,625,CRYPT,0
2017,749,1,625,ERFA2,0
2017,749,1,625,PHIM,0
2017,749,1,625,MEPO3,0
2017,749,1,625,LOPE,0
2017,749,1,625,BLCR,0
2017,749,1,625,LARA,0
2017,750,1,625,AVFA,0
2017,750,1,625,BRDI3,0
2017,750,1,625,BRHO2,0
2017,750,1,625,DICA14,0
2017,750,1,625,ERCI6,0
2017,750,1,625,EUSP,1
2017,750,1,625,LASE,0
2017,750,1,625,RACA2,0
2017,750,1,625,FEMI2,1
2017,750,1,625,ACMO2,0
2017,750,1,625,AGHE2,0
2017,750,1,625,FRBI,0
2017,750,1,625,HECO7,0
2017,750,1,625,LACA7,0
2017,750,1,625,STCI,0
2017,750,1,625,LOWR2,0
2017,750,1,625,MIDO,1
2017,750,1,625,STPU2,12
2017,750,1,625,"NAAT",0
2017,750,1,625,PLER3,0
2017,750,1,625,TRAL5,0
2017,750,1,625,URLI5,1
2017,750,1,625,AMME,0
2017,750,1,625,ASGA,0
2017,750,1,625,AVBA,40
2017,750,1,625,CHPO3,0
2017,750,1,625,HOMU,0
2017,750,1,625,MICA,0
2017,750,1,625,POSE,0
2017,750,1,625,FEMY2,0
2017,750,1,625,ANFI3,0
2017,750,1,625,BRMA3,0
2017,750,1,625,EREL6,1
2017,750,1,625,LEPA51,0
2017,750,1,625,MIDO3,0
2017,750,1,625,CAAT25,0
2017,750,1,625,RILE2,0
2017,750,1,625,CACI2,0
2017,750,1,625,CACO35,0
2017,750,1,625,CHPA8,0
2017,750,1,625,HASQ2,0
2017,750,1,625,LODA,0
2017,750,1,625,CHGL,0
2017,750,1,625,GIOC,0
2017,750,1,625,SACO6,1
2017,750,1,625,LEBI4,0
2017,750,1,625,LOST4,0
2017,750,1,625,CRSE11,0
2017,750,1,625,CRYPT,0
2017,750,1,625,ERFA2,0
2017,750,1,625,PHIM,0
2017,750,1,625,MEPO3,0
2017,750,1,625,LOPE,0
2017,750,1,625,BLCR,0
2017,750,1,625,LARA,0
2017,751,1,625,AVFA,0
2017,751,1,625,BRDI3,0
2017,751,1,625,BRHO2,1
2017,751,1,625,DICA14,0
2017,751,1,625,ERCI6,0
2017,751,1,625,EUSP,0
2017,751,1,625,LASE,0
2017,751,1,625,RACA2,0
2017,751,1,625,FEMI2,1
2017,751,1,625,ACMO2,0
2017,751,1,625,AGHE2,0
2017,751,1,625,FRBI,0
2017,751,1,625,HECO7,0
2017,751,1,625,LACA7,10
2017,751,1,625,STCI,0
2017,751,1,625,LOWR2,2
2017,751,1,625,MIDO,0
2017,751,1,625,STPU2,1
2017,751,1,625,"NAAT",0
2017,751,1,625,PLER3,20
2017,751,1,625,TRAL5,0
2017,751,1,625,URLI5,1
2017,751,1,625,AMME,0
2017,751,1,625,ASGA,0
2017,751,1,625,AVBA,8
2017,751,1,625,CHPO3,0
2017,751,1,625,HOMU,0
2017,751,1,625,MICA,0
2017,751,1,625,POSE,0
2017,751,1,625,FEMY2,0
2017,751,1,625,ANFI3,1
2017,751,1,625,BRMA3,0
2017,751,1,625,EREL6,0
2017,751,1,625,LEPA51,4
2017,751,1,625,MIDO3,0
2017,751,1,625,CAAT25,0
2017,751,1,625,RILE2,0
2017,751,1,625,CACI2,0
2017,751,1,625,CACO35,0
2017,751,1,625,CHPA8,0
2017,751,1,625,HASQ2,0
2017,751,1,625,LODA,0
2017,751,1,625,CHGL,0
2017,751,1,625,GIOC,0
2017,751,1,625,SACO6,0
2017,751,1,625,LEBI4,0
2017,751,1,625,LOST4,0
2017,751,1,625,CRSE11,0
2017,751,1,625,CRYPT,0
2017,751,1,625,ERFA2,0
2017,751,1,625,PHIM,0
2017,751,1,625,MEPO3,0
2017,751,1,625,LOPE,0
2017,751,1,625,BLCR,0
2017,751,1,625,LARA,0
2017,752,1,625,AVFA,10
2017,752,1,625,BRDI3,0
2017,752,1,625,BRHO2,30
2017,752,1,625,DICA14,0
2017,752,1,625,ERCI6,0
2017,752,1,625,EUSP,4
2017,752,1,625,LASE,1
2017,752,1,625,RACA2,0
2017,752,1,625,FEMI2,0
2017,752,1,625,ACMO2,0
2017,752,1,625,AGHE2,1
2017,752,1,625,FRBI,4
2017,752,1,625,HECO7,0
2017,752,1,625,LACA7,1
2017,752,1,625,STCI,0
2017,752,1,625,LOWR2,0
2017,752,1,625,MIDO,8
2017,752,1,625,STPU2,0
2017,752,1,625,"NAAT",0
2017,752,1,625,PLER3,8
2017,752,1,625,TRAL5,0
2017,752,1,625,URLI5,4
2017,752,1,625,AMME,0
2017,752,1,625,ASGA,1
2017,752,1,625,AVBA,0
2017,752,1,625,CHPO3,0
2017,752,1,625,HOMU,0
2017,752,1,625,MICA,1
2017,752,1,625,POSE,0
2017,752,1,625,FEMY2,0
2017,752,1,625,ANFI3,0
2017,752,1,625,BRMA3,0
2017,752,1,625,EREL6,0
2017,752,1,625,LEPA51,1
2017,752,1,625,MIDO3,0
2017,752,1,625,CAAT25,0
2017,752,1,625,RILE2,0
2017,752,1,625,CACI2,0
2017,752,1,625,CACO35,0
2017,752,1,625,CHPA8,0
2017,752,1,625,HASQ2,0
2017,752,1,625,LODA,0
2017,752,1,625,CHGL,0
2017,752,1,625,GIOC,0
2017,752,1,625,SACO6,0
2017,752,1,625,LEBI4,0
2017,752,1,625,LOST4,0
2017,752,1,625,CRSE11,0
2017,752,1,625,CRYPT,0
2017,752,1,625,ERFA2,0
2017,752,1,625,PHIM,0
2017,752,1,625,MEPO3,0
2017,752,1,625,LOPE,0
2017,752,1,625,BLCR,0
2017,752,1,625,LARA,0
2017,753,1,625,AVFA,60
2017,753,1,625,BRDI3,4
2017,753,1,625,BRHO2,0
2017,753,1,625,DICA14,1
2017,753,1,625,ERCI6,0
2017,753,1,625,EUSP,0
2017,753,1,625,LASE,1
2017,753,1,625,RACA2,0
2017,753,1,625,FEMI2,0
2017,753,1,625,ACMO2,0
2017,753,1,625,AGHE2,0
2017,753,1,625,FRBI,0
2017,753,1,625,HECO7,0
2017,753,1,625,LACA7,0
2017,753,1,625,STCI,0
2017,753,1,625,LOWR2,0
2017,753,1,625,MIDO,0
2017,753,1,625,STPU2,0
2017,753,1,625,"NAAT",0
2017,753,1,625,PLER3,0
2017,753,1,625,TRAL5,0
2017,753,1,625,URLI5,0
2017,753,1,625,AMME,0
2017,753,1,625,ASGA,0
2017,753,1,625,AVBA,0
2017,753,1,625,CHPO3,0
2017,753,1,625,HOMU,0
2017,753,1,625,MICA,0
2017,753,1,625,POSE,0
2017,753,1,625,FEMY2,0
2017,753,1,625,ANFI3,0
2017,753,1,625,BRMA3,0
2017,753,1,625,EREL6,0
2017,753,1,625,LEPA51,0
2017,753,1,625,MIDO3,0
2017,753,1,625,CAAT25,0
2017,753,1,625,RILE2,0
2017,753,1,625,CACI2,0
2017,753,1,625,CACO35,0
2017,753,1,625,CHPA8,0
2017,753,1,625,HASQ2,0
2017,753,1,625,LODA,0
2017,753,1,625,CHGL,0
2017,753,1,625,GIOC,0
2017,753,1,625,SACO6,0
2017,753,1,625,LEBI4,0
2017,753,1,625,LOST4,0
2017,753,1,625,CRSE11,0
2017,753,1,625,CRYPT,0
2017,753,1,625,ERFA2,0
2017,753,1,625,PHIM,0
2017,753,1,625,MEPO3,0
2017,753,1,625,LOPE,0
2017,753,1,625,BLCR,0
2017,753,1,625,LARA,0
2017,754,1,625,AVFA,70
2017,754,1,625,BRDI3,4
2017,754,1,625,BRHO2,0
2017,754,1,625,DICA14,0
2017,754,1,625,ERCI6,0
2017,754,1,625,EUSP,0
2017,754,1,625,LASE,0
2017,754,1,625,RACA2,0
2017,754,1,625,FEMI2,0
2017,754,1,625,ACMO2,0
2017,754,1,625,AGHE2,0
2017,754,1,625,FRBI,0
2017,754,1,625,HECO7,0
2017,754,1,625,LACA7,0
2017,754,1,625,STCI,0
2017,754,1,625,LOWR2,0
2017,754,1,625,MIDO,0
2017,754,1,625,STPU2,0
2017,754,1,625,"NAAT",0
2017,754,1,625,PLER3,0
2017,754,1,625,TRAL5,0
2017,754,1,625,URLI5,0
2017,754,1,625,AMME,0
2017,754,1,625,ASGA,0
2017,754,1,625,AVBA,0
2017,754,1,625,CHPO3,0
2017,754,1,625,HOMU,0
2017,754,1,625,MICA,0
2017,754,1,625,POSE,0
2017,754,1,625,FEMY2,0
2017,754,1,625,ANFI3,0
2017,754,1,625,BRMA3,0
2017,754,1,625,EREL6,0
2017,754,1,625,LEPA51,0
2017,754,1,625,MIDO3,0
2017,754,1,625,CAAT25,0
2017,754,1,625,RILE2,0
2017,754,1,625,CACI2,0
2017,754,1,625,CACO35,0
2017,754,1,625,CHPA8,0
2017,754,1,625,HASQ2,0
2017,754,1,625,LODA,0
2017,754,1,625,CHGL,0
2017,754,1,625,GIOC,0
2017,754,1,625,SACO6,0
2017,754,1,625,LEBI4,0
2017,754,1,625,LOST4,0
2017,754,1,625,CRSE11,0
2017,754,1,625,CRYPT,0
2017,754,1,625,ERFA2,0
2017,754,1,625,PHIM,0
2017,754,1,625,MEPO3,0
2017,754,1,625,LOPE,2
2017,754,1,625,BLCR,0
2017,754,1,625,LARA,0
2017,755,1,625,AVFA,0
2017,755,1,625,BRDI3,0
2017,755,1,625,BRHO2,8
2017,755,1,625,DICA14,0
2017,755,1,625,ERCI6,0
2017,755,1,625,EUSP,0
2017,755,1,625,LASE,0
2017,755,1,625,RACA2,0
2017,755,1,625,FEMI2,4
2017,755,1,625,ACMO2,0
2017,755,1,625,AGHE2,2
2017,755,1,625,FRBI,0
2017,755,1,625,HECO7,0
2017,755,1,625,LACA7,4
2017,755,1,625,STCI,0
2017,755,1,625,LOWR2,1
2017,755,1,625,MIDO,0
2017,755,1,625,STPU2,1
2017,755,1,625,"NAAT",0
2017,755,1,625,PLER3,25
2017,755,1,625,TRAL5,1
2017,755,1,625,URLI5,1
2017,755,1,625,AMME,0
2017,755,1,625,ASGA,1
2017,755,1,625,AVBA,12
2017,755,1,625,CHPO3,0
2017,755,1,625,HOMU,0
2017,755,1,625,MICA,0
2017,755,1,625,POSE,0
2017,755,1,625,FEMY2,0
2017,755,1,625,ANFI3,0
2017,755,1,625,BRMA3,4
